Tag,Text
bank statement,"page 1of5 03/02/2022 dc — 1090001004290 gi anycompany holdings llc 999999999 16769 3 c 001 11 s 66.002 john doe 427 gerlach ports, kautzermouth, nj 069440288 your consolidated statement contact for 03/02/2022 hi example.com fas lll0104 do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz . 2020 anycompany holdings llc if traveling usa concerns accessing account traveling, contact branch banker call 858lll0104 summary accounts account number balance ($) details on 001 457611384 10,924.72 page 1 “ total checking money market savings accounts ~~ $10,924.72 savings _ 12,256.78 page 3 total savings accounts $12,256.78 (total savings 300 s eceeenn n checking money market savings accounts checking 001457611384 account summary your previous balance che deposits, credits _ your balance 06/17/2020 = $10,924.72 average posted balance statement cycle $3,890.98 checks date check #amount (s) check #amount (s) date check #amount ($) 06/09 9860 150i * indicates skip sequential check numbers item total checks = page 1 1 0000667"
bank statement,"page 10f5 03/02/2022 dc 1090001004290 gi anycompany corp. 999999999 16769 3 c001 11 s 66 002 li juan 54063 matilda courts, jonesville, me 92704 your consolidated statement contact for 03/02/2022 by exere.com oe ess oo, do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz 2020 anycompany corp if traveling usa concems accessing account traveling, contact branch banker call 858lll0101 summary accounts —~.account number balances) __ details on 009284747483 5,065.39 page1 total checking money market savings accounts $5,065.39 savings 928474748336 9,211.85 pp total savings accounts $9,211.85 checking money market savings accounts ™ checking 009284747483 account summary sits, credits interest balance 06/17/2020 = $5,065.39 average posted balance statement cycle $15,052.33 checks date check #amount ($) date check #amount ($) date che! 0526 ~ oc 06/0 10 101.39 06/09 985026 “ indicates skip sequential check numbers item amount (s) 150.00 = $701.39 total checks — = page 1 1 0000667"
invoice,"anycompany hardware pare nov 21, 2019 s invoice #261542463 uppiles customer id 5270 6803 gabriel dam due date dec 06, 2019 west michalview ms 79369 phone (858) 5550101 bill to ana carolina silva 288 cornelius highway, breitenbergstad south carolina 410217837 ana.carolina.silvaexample.com description amount nite ize sbp100301bg sbiner plastic $19.02 nfl new orleans saints silicone $17.9 etekcity professional lightweight wired over $29.63 total $66.55 other comments total payment due 30 days * ifpaying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inguiryexample.com thank you for your business!!"
invoice,"anycompany hardwares llc date jul 09, 2019 suite 727 766 thiel spurs kimiburgh wv 224613609 phone (858) 5550101 bill to wang xiulan 3477 danial port, gloverburgh lowa 063107783 wang.xiulanexample.com invoice #665221857 customer id 6523 due date jul 24, 2019 description amount blue argyle knit dog sweater $23.88 soundpeats bluetooth headphones $42.6 znu cake leaves set plunger $11.67 total $78.15 other comments ¢ total payment due 30 days ¢ ifpaying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
receipt,"the aiml store 1234 somewhere rd poway, california 92129 02/13/2022 1228 am uae yanuun anne eu 938182381029361~298981 sony morzx77000 bluetooth 1 $153.64 noise the master's hanmer} $136.94 chisel ‘ soccer bracelet #1 top 1 $28.14 selling subtotal, $317.72 j = a tax 7 . 7800 241 . 549 $23 . £29 total $341.54 6685 amex charge $341.500 id 00007 48825020 amex . credit . auth code 65080 some promotions may reduce the refund value of items sore ishii ih ioi hiri tri ira, we feedback! take quick survey enter chance to win $250 store gift card . go myfakestore . com/win * 5 winners monthiy * sock iii for iiia irl iii iiia ir . cashier jotn doe store 123 pos 068 transact ion 2629 sunday, february 13, 2022 1228 am"
invoice,"anycompany hardwares llc date jul 14, 2018 88937 trinidad stream invoice #489984970 ankundingfurt il 938457441 customer id 9706 phone (858) 5550101 due date jul 29, 2018 bill to liu jie 475 boyer harbors, beckerland arizona 510291423 liu jieexample.com description amount five nights freddy's freddy $25.13 xise sexy fox tail vibrating $25.01 sbs 46 protective cream $16.34 round tube adjustable load bar $46.64 total $113.12 other comments ¢ total payment due 30 days * if paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
invoice,"anycompany retail services date nov 06, 2020 llc invoice #991587470 customer id 4865 suite 467 795 lizbeth mills due date nov 21, 2020 port thuy vt 413791912 phone (858) 5550101 bill to nikhil jayashankar 1129 ted parkways, haneville delaware 36230 nikhil . jayashankarexample.com description amount spigen velo s520w selfie stick $21.58 lego pirates of caribbean $116.11 susoki gorgeous crystal bridal jewelry $21.9 total $159.59 other comments total payment due 30 days if paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
receipt,"the aiml store 1234 somewhere ro poway, california 92129 02/13/2022 1228 am snug steelseries stratus xl, 1 $74.16 bluetooth wireless everlast ‘ heart rate monitor ’ 1 $04.67 automatic horeso ppzes1 (drack) 1 $1.78 porcelain steel subtotal $10.61 t = ca tax 7 . 7500 181 . 156 $10.54 total $151 . 156 g250 diner charge sibl 166 aid . 0000822970 184 diner credit auth code 060184 sowe promotions may reduce the refund value of items raia ihr hla hioi aa iiia tiaa we feedback! take quick survey enter chance to win $250 store gift card . go ltyfakestore . com/win * 5 winners monthiy * shia goooiodiiiiiooia ainsi iadr cashier john doe store 128 pos 008 transact ion2529 surday, february 13, 2022 1228 am"
receipt,"the aiml store 1294 somewhere rd pad “ poway, california 92129' zits memory foam 12 inch 1 388.67 beneue ipad mini 3 2 1 $25.19 ineke deluxe sample 1 $35.02 collection perfume subtotal $080.08 ca tax 7 . 7500 483.88 838, 788 total $483 . 896 0003 diner charge $483 . 636 aide aogootoess2020°, “ diner credit auth code 062029, gove promotions way reduce the refund value of items “ we feedback! “ take quick survey enter . chance to win $260 store gift card . 60 “ wyfakestore . com/win * 5 wirmers month * oeic ciooeiiooei ioi iii iir iok cashier joba doe store 128 pos 003 transact ion 2629 sunday, february 18, 2022 1228 am"
receipt,"the aiml store 1234 somewhere rd poway, california 92129 02/13/2022 1228 am 2 smineduemlonaelteraesonne gso tal 9898102381029981~230981 gold label world's fair 1 $207.89 animated ‘ subtotal $207.99 t= ga tax 7 . 7500 223, 492 315 . 692 total $223 . 482 2068 amex charge $223 . 482 aid 0000449282083 amex credit auth code 062083 some promotions may reduce the refund valle of tems joo oooo adot ii ik we feedback! take quick ‘ survey enter chance to win $250 store gift card . go hyfakestore . com/win 5 winners monthl * oi iooiioci aio aoi iima cashier john doe store 122 pos 003 transact ion 2529 sunday, february 13, 2022 1228 am"
receipt,"the aiml store 1234 somewhere rd poway, california 92129 02/18/2022 1228 am ae unmuuerae munn ne '9938102361929381~230981 aretop 408 usb 2.0 flash) $8.33 amo fdg2s0frhkbox fx8360} $182.08 fxser jes sayhi eya25 smart home} 900 . automatic subtotal $300.77 t = ga tax 7 . 7600 955 . 578 $24 . 08 total, ‘ $256 . 578 6801 diner charge $356 . 578 aid 80000876420187 diner debit auth code 060187 sowe promotions may reduce the refund value of (tems 32000 ihoa ice pooh i acoh we feedback! take quick survey enter chance to win $250 store gift card . go nyfakestore . com/win °5 winners monthly * joroeiieekiii iir icr iio alia iori cashier jon doe store 123 pos 002 transact ion 2529 sunday, february 13, 2022 1228"
receipt,"the aiml store 1234 somewhere ro poway, california 92129 92/19/2022 1228 am outer gru eames! 9830162981629361~230981 master electrician aco121 1 $23.55 tr008 etymotic research hp® noise 1 $123 isolating inear tiretek premium 2 car 1 $26.76 cigarette subtotal $18.31 t = ca tax 7.7500 197 . 068 313 . 748 total $197 . 68 x 1086 diner charge $197 . 068 aid sp004e4756623 diner debit auth code 086623 ‘ some promotions may reduce the refund valle of items erie ico ik iced ioi ai door iiit we feedback! teke quick survey enter chance to win $280 store gift card . go toz myfakestore . com/win 5 winners monthl * rko ioda iaai iiia ir cashier john doe store 123 pos 003 transact ion2529 sunday, february 18, 2082 1228 am"
receipt,"the aiml store 1234 somewhere ro poway, california 92129 02/19/2022 1228 am vme aug quem eram que cae 9830162381029301239981, kitchendid kl26m ixer 1 $499.63 professional 6qt . bow! lift iottie easy one touch 2 $33.2 apple mcqtall/b 27inch 1 sub.07 thunderbolt display subtotal $1, 728.20 . t = ca tax 7 . 7500 1, 858 . 46 $129.68 total 1, 968 . 48 a174, diner charge $1, $68 . 46 aid 8000209042525 diner credit auth code 062605 some promotions way reduce the refund value of (tems hoek iori ria i ioi rii i iii iki, we feedback! take quicksurvey enter chance to hin $260 store gift card . go myfakestore . con/win 5 winners monthl * ikorgociiio ioi ii iiia ioi aik cashier jotn doe store 123 pos o08 transact ion 2629 sunday, february 13, 2022 1228 am"
bank statement,"page 10fs 03/02/2022 dc 1090001004290 gi anycompany bank 999999999 16769 3 c001 11 s 66002 john stiles 3291 kulas crossroad, rogahnshire, ct 1 09771983 your consolidated statement contact for 03/02/2022 3 ee & feet do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz . 2020 anycompany bank . if traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts account nami account number balance ($) _ details on checkin 007141967898 —===———19, 836.86 page 1 total checking money market savings accounts $19,836.86 savings . 8,011.67 page 3 total savings accounts $8,011.67 (total s2vin9s 2000s eee es checking money market savings accounts checking 007141967898 account summary your previous balance ‘ deposits, credits your balance 17/2020 = $19,836.86 average posted balance statement cycle $2,230.45 checks date check #amount (s) date check #amount (8) date check #amount (s) 52614 as0.00 06/05 965025 tras 026 180.00 indicates skip sequential check numbers item total checks = $701.39 = page 1 of1 0000667"
receipt,"the aiml store 1284 somewhere rd poway, california 92129 02/13/2022 1228 am laat aaa 9038102381029391~230081 shopkine 2016 wat! calendar 1 $15.8 springfield qutdoor 1 $27.64 ‘ thermometer wind subtotal $0.4 t = ca tax 7 . 7600 46 . 698 93, 268 total $18 . 608 y2004 amex charge $48 . 698 and 000002574 . 1984; amex credit auth code 51984 some promotions may reduce the refund value of items 2eeereheeoor oooo iochocodoccgooiiiat we feedback! take quick survey enter chance to win #250 store gift card . go lyfakestore . com/win . 5 winners month * rrc rororrdo cees boo tio iiik iiia cashier john doe store 123 pos 008 transact ion2529 sunday, february 13, 2022 1228 am"
